YEAR,TRI_FACILITY_ID,FACILITY_NAME,STREET_ADDRESS,CITY,COUNTY,ST,ZIP,BIA_CODE,TRIBE,LATITUDE,LONGITUDE,FEDERAL_FACILITY,PRIMARY_SIC,SIC_2,SIC_3,SIC_4,SIC_5,SIC_6,PRIMARY_NAICS,NAICS_2,NAICS_3,NAICS_4,NAICS_5,NAICS_6,DOC_CTRL_NUM,CHEMICAL,CAS_#/COMPOUND_ID,CLEAR_AIR_ACT_CHEMICAL,CLASSIFICATION,METAL,METAL_CATEGORY,CARCINOGEN,FORM_TYPE,UNIT_OF_MEASURE,5.1_FUGITIVE_AIR,5.2_STACK_AIR,5.3_WATER,5.4.1_UNDERGROUND_CLASS_I,5.4.2_UNDERGROUND_CLASS_II-V,5.5.1A_RCRA_C_LANDFILLS,5.5.1B_OTHER_LANDFILLS,5.5.2_LAND_TREATMENT,5.5.3_SURFACE_IMPOUNDMENT,5.5.3A_RCRA_C_SURFACE_IMP.,5.5.3B_Other_SURFACE_IMP.,5.5.4_OTHER_DISPOSAL,ON-SITE_RELEASE_TOTAL,6.1_POTW-TRANSFERS_FOR_RELEASE,6.1_POTW-TRANSFERS_FOR_TREATM.,6.1_POTW-TOTAL_TRANSFERS,6.2_M10,6.2_M41,6.2_M62,6.2_M71,6.2_M81,6.2_M82,6.2_M72,6.2_M63,6.2_M66,6.2_M67,6.2_M64,6.2_M65,6.2_M73,6.2_M79,6.2_M90,6.2_M94,6.2_M99,OFF-SITE_RELEASE_TOTAL,6.2_M20,6.2_M24,6.2_M26,6.2_M28,6.2_M93,OFF-SITE_RECYCLED_TOTAL,6.2_M56,6.2_M92,OFF-SITE_RECOVERY_TOTAL,6.2_M40,6.2_M50,6.2_M54,6.2_M61,6.2_M69,6.2_M95,OFF-SITE_TREATED_TOTAL,TOTAL_RELEASES,8.1_RELEASES,8.1A_ON-SITE_CONTAINED_REL.,8.1B_ON-SITE_OTHER_RELEASES,8.1C_OFF-SITE_CONTAINED_REL.,8.1D_OFF-SITE_OTHER_RELEASES,8.2_ENERGY_RECOVERY_ON-SITE,8.3_ENERGY_RECOVERY_OFF-SITE,8.4_RECYCLING_ON-SITE, 8.5_RECYCLING_OFF-SITE,8.6_TREATMENT_ON-SITE,8.7_TREATMENT_OFF-SITE,PROD._WASTE_(8.1_THRU_8.7),8.8_ONE-TIME_RELEASE,8.9_PRODUCTION_RATIO,PARENT_COMPANY_NAME,PARENT_COMPANY_DB_NUMBER
2014,08530BRNCL11KAR,BREEN COLOR CONCENTRATES,11 KARI DR,LAMBERTVILLE,HUNTERDON,NJ,85300341,,,40.3828,-74.91956,NO,,,,,,,326121,,,,,,1.31E+12,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,470,0,0,0,470.5,,0.94,NA,
2014,07036LFLBR5NSTI,TOTAL SPECIALTIES USA INC,5 N STILES ST,LINDEN,UNION,NJ,7036,,,40.6258,-74.25651,NO,,,,,,,324191,,,,,,1.31E+12,ETHYLENE GLYCOL,107211,YES,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOTAL HOLDINGS USA INC,37810702
2014,0700WGSFLP19IND,GASFLO PRODUCTS,19 IND US TRIAL RD,FAIRFIELD,ESSEX,NJ,7004,,,40.86324,-74.30971,NO,,,,,,,332911,,,,,,1.31E+12,COPPER,7440508,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16421,0,0,0,16421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16421,0,0,16421,,,NA,
2014,07083NTRNT2270M,INTERNATIONAL PAINT LLC,2270 MORRIS AVE,UNION,UNION,NJ,7083,,,40.698071,-74.284097,NO,,,,,,,325510,,,,,,1.31E+12,COPPER COMPOUNDS,N100,NO,TRI,YES,1,NO,R,Pounds,632,114,0,0,0,0,0,0,0,0,0,0,746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9484,0,9484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10230,0,0,746,0,9484,0,0,0,0,0,0,10230,,0.6,AKZO NOBEL NV,62999347
2014,07036LFLBR5NSTI,TOTAL SPECIALTIES USA INC,5 N STILES ST,LINDEN,UNION,NJ,7036,,,40.6258,-74.25651,NO,,,,,,,324191,,,,,,1.31E+12,POLYCHLORINATED ALKANES,N583,NO,TRI,NO,0,NO,A,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TOTAL HOLDINGS USA INC,37810702
2014,07407MRCLP1MARK,MARCAL  MANUFACTURING LLC,1 MARKET ST,ELMWOOD PARK,BERGEN,NJ,74071451,,,40.90232,-74.13179,NO,,,,,,,322291,,,,,,1.31E+12,POLYCHLORINATED BIPHENYLS,1336363,YES,PBT,NO,0,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.4,0,0,0,0,0,0,0,0,0,0,1.34,0,0,11.23,0.23,0,0,12.8,0,0,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0.23,12.8,0,0,0,1.74,11.46,0,0,0,0,0,0.23,13.43,,1.06,MARCAL MANUFACTURING LLC,827074753
2014,07083MRCNP610RA,AMERICAN PRODUCTS CO,610 RAHWAY AVE,UNION,UNION,NJ,7083,,,40.696594,-74.297994,NO,,,,,,,333515,,,,,,1.31E+12,LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,,0.69,PICUT INDUSTRIES,28966369
2014,07008MCLC0760RO,BP PRODUCTS NA INC CARTERET TERMINAL,760 ROOSEVELT AVE,CARTERET,MIDDLESEX,NJ,7008,,,40.587355,-74.226067,NO,,,,,,,424710,,,,,,1.31E+12,XYLENE (MIXED ISOMERS),1330207,YES,TRI,NO,0,NO,R,Pounds,455,312,16,0,0,0,0,0,0,0,0,0,783,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,59,0,0,0,0,0,0,14566,0,14566,0,107,0,0,0,0,107,842,0,0,783,59,0,0,14566,0,0,0,107,15515,0,1.05,BP PRODUCTS N.A. INC,39596507
2014,0833WCMBRL41EAS,CUMBERLAND ENERGY CENTER,4001 E MAIN ST,MILLVILLE,CUMBERLAND,NJ,8332,,,39.3754,-74.9654,NO,,,,,,,221112,,,,,,1.31E+12,AMMONIA,7664417,NO,TRI,NO,0,NO,R,Pounds,0,5000,0,0,0,0,0,0,0,0,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0,0,5000,0,0,0,0,0,0,0,0,5000,,1.62,CALPINE CORP,112710876
2014,08066SVWLC4PARA,AXEON REFINING LLC,4 PARADISE RD,PAULSBORO,GLOUCESTER,NJ,8066,,,39.840932,-75.226205,NO,,,,,,,324110,,,,,,1.31E+12,LEAD,7439921,YES,PBT,YES,1,YES,R,Pounds,0,0.13,0,0,0,0,0,0,0,0,0,0,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,0,0,0,0,0,0.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48,0,0,0.13,0.35,0,0,0,0,0,0,0,0.48,,0.89,AXEON SPECIALTY PRODUCTS,78828213
2014,07105NWRKT909DE,MOTIVA NEWARK TERMINAL,909 DELANCY ST,NEWARK,ESSEX,NJ,7105,,,40.709032,-74.128966,NO,,,,,,,424710,,,,,,1.31E+12,LEAD COMPOUNDS,N420,YES,PBT,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.97,MOTIVA ENTERPRISES LLC,23838670
2014,07114KPPRS480FR,RUST-OLEUM CORP,480 FRELINGHUYSEN AVE,NEWARK,ESSEX,NJ,7114,,,40.703668,-74.193082,NO,,,,,,,325510,,,,,,1.31E+12,COBALT COMPOUNDS,N096,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,250,0,0,0,0,0,0,250,,0.96,RPM INC,4155651
2014,07095LCNBL11CRA,GENTEK BUILDING PRODUCTS,11 CRAGWOOD RD,AVENEL,MIDDLESEX,NJ,7001,,,40.595252,-74.254772,NO,,,,,,,332812,332322,,,,,1.31E+12,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,0,NO,R,Pounds,100,809,0,0,0,0,0,0,0,0,0,0,909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3618,3618,0,0,0,0,0,0,0,909,0,0,909,0,0,0,3618,0,0,74733,0,79260,,0.92,ASSOCIATED MATERIALS INC,107301319
2014,0887WNWWRL1RAND,NEW WORLD STAINLESS,100 RANDOLPH RD,SOMERSET,SOMERSET,NJ,8873,,,40.543587,-74.555658,NO,,,,,,,331210,,,,,,1.31E+12,CHROMIUM,7440473,YES,TRI,YES,1,YES,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,0,0,0,39000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39000,0,0,39000,,1.1,NA,
2014,08846MRSLN125FA,VEOLIA ES TECHNICAL SOLUTIONS LLC,125 FACTORY LN,MIDDLESEX,MIDDLESEX,NJ,8846,,,40.560538,-74.520639,NO,,,,,,,562211,,,,,,1.31E+12,CERTAIN GLYCOL ETHERS,N230,YES,TRI,NO,0,NO,R,Pounds,6,28,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,83428,0,83428,0,9100,0,26769,0,0,35869,35,0,0,34,0,1,0,83428,0,0,0,35869,119332,,1,VEOLIA ENVIRONMENTAL SERVICES,NA
2014,07480GNRNT1865R,GENERANT CO INC,1865 RT 23 S,WEST MILFORD,PASSAIC,NJ,7480,,,41.013408,-74.384034,NO,,,,,,,332912,,,,,,1.31E+12,COPPER,7440508,NO,TRI,YES,1,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345717,345717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345717,0,0,345717,,1.06,NA,NA
2014,08701PRMCL1990R,NITTO DENKO AUTOMOTIVE NEW JERSEY INC,1990 RUTGERS UNIVERSITY BLVD,LAKEWOOD,OCEAN,NJ,8701,,,40.070784,-74.163312,NO,,,,,,,326299,,,,,,1.31E+12,TOLUENE,108883,YES,TRI,NO,0,NO,R,Pounds,100,2067,0,0,0,0,0,0,0,0,0,0,2167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1615,0,1615,0,0,0,0,0,0,0,2167,0,0,2167,0,0,0,1615,0,0,65941,0,69723,,0.87,NITTO DENKO AMERICA INC,54979661
2014,08052STNHR1PARK,STONCOR GROUP INC,1000 E PARK AVE,MAPLE SHADE,BURLINGTON,NJ,8052,,,39.961734,-74.992226,NO,,,,,,,325510,,,,,,1.31E+12,DIISOCYANATES,N120,YES,TRI,NO,0,NO,R,Pounds,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30384,0,0,0,30384,0,0,0,0,0,0,0,0,0,0,0,30384,30384,,0.15,RPM PERFORMANCE COATINGS GROUP INC.,4155651
2014,08066RPRDCBILLI,COIM USA INC,675 BILLINGSPORT RD,PAULSBORO,GLOUCESTER,NJ,8066,,,39.838004,-75.248728,NO,,,,,,,325211,,,,,,1.31E+12,TOLUENE DIISOCYANATE (MIXED ISOMERS),26471625,NO,TRI,NO,0,YES,R,Pounds,250,250,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20354,20354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20854,0,0,500,0,20354,0,0,0,0,0,0,20854,,1.02,COIM USA INC,NA
2014,08067THBFGUSROU,LUBRIZOL CORP,76 PORCUPINE RD,PEDRICKTOWN,SALEM,NJ,80673509,,,39.763889,-75.422778,NO,,,,,,,325211,,,,,,1.31E+12,ACRYLIC ACID,79107,YES,TRI,NO,0,NO,R,Pounds,13,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,140,0,0,194,13,0,0,13,0,0,0,0,0,0,0,194,207,0,0.93,BERKSHIRE HATHAWAY,1024314
